Channel Diameter (Lower),Diff.,-2 S.D.,+2 S.D.,Channel Diameter (Center),Channel Diameter (Upper),Channel Diameter (Center),Cum. <
3.51883,0.300653,0.271295,0.330011,3.68682,3.86284,8.08313,3.14368
3.86284,0.331188,0.299006,0.36337,4.04726,4.24049,7.94855,3.44433
4.24049,0.363692,0.328606,0.398778,4.44294,4.65506,7.81398,3.77552
4.65506,0.397964,0.359608,0.43632,4.87731,5.11017,7.6794,4.13921
5.11017,0.433529,0.391908,0.47515,5.35414,5.60976,7.54483,4.53717
5.60976,0.470026,0.424907,0.515145,5.87759,6.1582,7.41025,4.9707
6.1582,0.507354,0.458574,0.556134,6.45221,6.76025,7.27568,5.44073
6.76025,0.545714,0.493258,0.59817,7.08301,7.42117,7.14111,5.94808
7.42117,0.585764,0.529479,0.642049,7.77547,8.14669,7.00653,6.4938
8.14669,0.62782,0.567388,0.688252,8.53563,8.94315,6.87196,7.07956
8.94315,0.672493,0.607867,0.737119,9.37012,9.81748,6.73738,7.70738
9.81748,0.720083,0.650944,0.789222,10.2862,10.7773,6.6028,8.37987
10.7773,0.771826,0.697923,0.845729,11.2918,11.8309,6.46823,9.09996
11.8309,0.828312,0.74956,0.907064,12.3958,12.9876,6.33365,9.87178
12.9876,0.88913,0.805066,0.973194,13.6076,14.2573,6.19907,10.7001
14.2573,0.951594,0.862369,1.04082,14.938,15.6512,6.0645,11.5892
15.6512,1.01182,0.917895,1.10575,16.3984,17.1813,5.92992,12.5408
17.1813,1.06759,0.969271,1.16591,18.0016,18.861,5.79534,13.5526
18.861,1.11931,1.01718,1.22144,19.7615,20.705,5.66076,14.6202
20.705,1.17075,1.06486,1.27664,21.6935,22.7292,5.52618,15.7395
22.7292,1.22476,1.11455,1.33497,23.8143,24.9513,5.39161,16.9103
24.9513,1.28098,1.16596,1.396,26.1425,27.3906,5.25703,18.135
27.3906,1.33414,1.21541,1.45287,28.6983,30.0685,5.12245,19.416
30.0685,1.376,1.2559,1.4961,31.504,33.0081,4.98787,20.7502
33.0081,1.40039,1.28288,1.5179,34.584,36.2352,4.85328,22.1262
36.2352,1.40632,1.29577,1.51687,37.9652,39.7777,4.7187,23.5266
39.7777,1.39997,1.29916,1.50078,41.6768,43.6665,4.58412,24.9329
43.6665,1.39178,1.30142,1.48214,45.7513,47.9356,4.44954,26.3328
47.9356,1.39217,1.3096,1.47474,50.2242,52.622,4.31495,27.7246
52.622,1.40816,1.32996,1.48636,55.1343,57.7666,4.18036,29.1168
57.7666,1.44136,1.36361,1.51911,60.5245,63.4141,4.04578,30.525
63.4141,1.48969,1.41093,1.56845,66.4417,69.6138,3.91119,31.9663
69.6138,1.54973,1.47098,1.62848,72.9374,76.4196,3.7766,33.456
76.4196,1.61929,1.54363,1.69495,80.0681,83.8907,3.64201,35.0057
83.8907,1.6974,1.62933,1.76547,87.8959,92.0923,3.50742,36.625
92.0923,1.78088,1.72361,1.83815,96.4892,101.096,3.37282,38.3224
101.096,1.8612,1.8164,1.906,105.922,110.979,3.23822,40.1033
110.979,1.92478,1.89233,1.95723,116.278,121.829,3.10363,41.9645
121.829,1.96078,1.93686,1.9847,127.646,133.74,2.96902,43.8893
133.74,1.96924,1.94726,1.99122,140.125,146.815,2.83441,45.8501
146.815,1.96356,1.93917,1.98795,153.824,161.168,2.69981,47.8193
161.168,1.95937,1.92946,1.98928,168.863,176.925,2.56519,49.7829
176.925,1.961,1.91861,2.00339,185.372,194.222,2.43057,51.7422
194.222,1.95336,1.89831,2.00841,203.495,213.21,2.29595,53.7032
213.21,1.91121,1.84503,1.97739,223.389,234.054,2.16132,55.6566
234.054,1.82254,1.75329,1.89179,245.228,256.936,2.02669,57.5678
256.936,1.70936,1.65224,1.76648,269.203,282.056,1.89204,59.3903
282.056,1.62819,1.59813,1.65825,295.522,309.631,1.75737,61.0997
309.631,1.64404,1.60778,1.6803,324.414,339.902,1.6227,62.7279
339.902,1.80317,1.71213,1.89421,356.13,373.132,1.48801,64.3719
373.132,2.11206,1.9668,2.25732,390.946,409.611,1.35329,66.1751
409.611,2.5244,2.34797,2.70083,429.167,449.657,1.21853,68.2872
449.657,2.94644,2.78313,3.10975,471.125,493.617,1.08373,70.8116
493.617,3.27242,3.1701,3.37474,517.184,541.876,0.948868,73.758
541.876,3.43157,3.37234,3.4908,567.746,594.852,0.813905,77.0304
594.852,3.41168,3.25109,3.57227,623.252,653.008,0.678786,80.462
653.008,3.24837,2.97655,3.52019,684.184,716.849,0.543393,83.8737
716.849,2.9906,2.63369,3.34751,751.073,786.932,0.407456,87.122
786.932,2.67099,2.26533,3.07665,824.502,863.866,0.270152,90.1126
863.866,2.29863,1.87402,2.72324,905.109,948.322,0.127128,92.7836
948.322,1.86962,1.44029,2.29895,993.595,1041.03,0.0666397,95.0823
1041.03,1.39721,0.948958,1.84546,1090.73,1142.81,-0.125299,96.9519
1142.81,0.912581,0.404441,1.42072,1197.37,1254.54,-0.259872,98.3491
1254.54,0.487255,0.0230465,0.951464,1314.44,1377.19,-0.394443,99.2617
1377.19,0.194327,0,0.479802,1442.94,1511.83,-0.529012,99.7489
1511.83,0.0497689,0,0.146407,1584.01,1659.63,-0.663579,99.9433
1659.63,0.00670153,0,0.0224064,1738.86,1821.88,-0.798145,99.993
1821.88,0.000265727,0,0.00112707,1908.86,2000,-0.932714,99.9997
