Channel Diameter (Lower),Diff.,-2 S.D.,+2 S.D.,Channel Diameter (Center),Channel Diameter (Upper),Channel Diameter (Center),Cum. <
3.51883,0.695435,0.564534,0.826336,3.68682,3.86284,8.08313,5.77566
3.86284,0.749457,0.609712,0.889202,4.04726,4.24049,7.94855,6.47109
4.24049,0.803042,0.655569,0.950515,4.44294,4.65506,7.81398,7.22055
4.65506,0.855974,0.701708,1.01024,4.87731,5.11017,7.6794,8.02359
5.11017,0.907822,0.74807,1.06757,5.35414,5.60976,7.54483,8.87957
5.60976,0.958372,0.794349,1.12239,5.87759,6.1582,7.41025,9.78739
6.1582,1.00789,0.840718,1.17506,6.45221,6.76025,7.27568,10.7458
6.76025,1.05718,0.887939,1.22642,7.08301,7.42117,7.14111,11.7537
7.42117,1.10745,0.937064,1.27784,7.77547,8.14669,7.00653,12.8108
8.14669,1.15944,0.988753,1.33013,8.53563,8.94315,6.87196,13.9183
8.94315,1.21412,1.04381,1.38443,9.37012,9.81748,6.73738,15.0777
9.81748,1.27232,1.10273,1.44191,10.2862,10.7773,6.6028,16.2918
10.7773,1.3359,1.16696,1.50484,11.2918,11.8309,6.46823,17.5642
11.8309,1.40563,1.23655,1.57471,12.3958,12.9876,6.33365,18.9001
12.9876,1.47992,1.30963,1.65021,13.6076,14.2573,6.19907,20.3057
14.2573,1.55317,1.38078,1.72556,14.938,15.6512,6.0645,21.7856
15.6512,1.61759,1.44269,1.79249,16.3984,17.1813,5.92992,23.3388
17.1813,1.6678,1.49139,1.84421,18.0016,18.861,5.79534,24.9564
18.861,1.70336,1.52759,1.87913,19.7615,20.705,5.66076,26.6242
20.705,1.72958,1.55707,1.90209,21.6935,22.7292,5.52618,28.3275
22.7292,1.75213,1.58572,1.91854,23.8143,24.9513,5.39161,30.0571
24.9513,1.77275,1.61516,1.93034,26.1425,27.3906,5.25703,31.8092
27.3906,1.78658,1.63973,1.93343,28.6983,30.0685,5.12245,33.582
30.0685,1.78447,1.65082,1.91812,31.504,33.0081,4.98787,35.3686
33.0081,1.75899,1.64031,1.87767,34.584,36.2352,4.85328,37.153
36.2352,1.70881,1.60702,1.8106,37.9652,39.7777,4.7187,38.912
39.7777,1.64115,1.55748,1.72482,41.6768,43.6665,4.58412,40.6208
43.6665,1.56843,1.50391,1.63295,45.7513,47.9356,4.44954,42.262
47.9356,1.50334,1.45802,1.54866,50.2242,52.622,4.31495,43.8304
52.622,1.45498,1.4267,1.48326,55.1343,57.7666,4.18036,45.3338
57.7666,1.42684,1.40627,1.44741,60.5245,63.4141,4.04578,46.7887
63.4141,1.41894,1.39179,1.44609,66.4417,69.6138,3.91119,48.2156
69.6138,1.43023,1.39105,1.46941,72.9374,76.4196,3.7766,49.6345
76.4196,1.46069,1.40923,1.51215,80.0681,83.8907,3.64201,51.0648
83.8907,1.51067,1.44841,1.57293,87.8959,92.0923,3.50742,52.5255
92.0923,1.57686,1.50288,1.65084,96.4892,101.096,3.37282,54.0361
101.096,1.64893,1.56257,1.73529,105.922,110.979,3.23822,55.613
110.979,1.71024,1.60963,1.81085,116.278,121.829,3.10363,57.2619
121.829,1.74665,1.63037,1.86293,127.646,133.74,2.96902,58.9722
133.74,1.75672,1.62436,1.88908,140.125,146.815,2.83441,60.7188
146.815,1.75539,1.60759,1.90319,153.824,161.168,2.69981,62.4755
161.168,1.76273,1.60032,1.92514,168.863,176.925,2.56519,64.2309
176.925,1.78853,1.61249,1.96457,185.372,194.222,2.43057,65.9936
194.222,1.82106,1.63443,2.00769,203.495,213.21,2.29595,67.7822
213.21,1.83383,1.64322,2.02444,223.389,234.054,2.16132,69.6032
234.054,1.80735,1.62348,1.99122,245.228,256.936,2.02669,71.4371
256.936,1.75131,1.58476,1.91786,269.203,282.056,1.89204,73.2444
282.056,1.70911,1.56344,1.85478,295.522,309.631,1.75737,74.9957
309.631,1.73392,1.6016,1.86624,324.414,339.902,1.6227,76.7048
339.902,1.85983,1.72201,1.99765,356.13,373.132,1.48801,78.4388
373.132,2.07751,1.90689,2.24813,390.946,409.611,1.35329,80.2986
409.611,2.32453,2.09416,2.5549,429.167,449.657,1.21853,82.3761
449.657,2.50148,2.19785,2.80511,471.125,493.617,1.08373,84.7006
493.617,2.51604,2.15127,2.88081,517.184,541.876,0.948868,87.2021
541.876,2.33342,1.94469,2.72215,567.746,594.852,0.813905,89.7182
594.852,1.99794,1.63527,2.36061,623.252,653.008,0.678786,92.0516
653.008,1.60645,1.30969,1.90321,684.184,716.849,0.543393,94.0495
716.849,1.25309,1.03484,1.47134,751.073,786.932,0.407456,95.656
786.932,0.981637,0.820838,1.14244,824.502,863.866,0.270152,96.909
863.866,0.779489,0.652005,0.906973,905.109,948.322,0.127128,97.8907
948.322,0.605073,0.490019,0.720127,993.595,1041.03,0.0666397,98.6702
1041.03,0.415084,0.264342,0.565826,1090.73,1142.81,-0.125299,99.2753
1142.81,0.218679,0.0758501,0.361508,1197.37,1254.54,-0.259872,99.6903
1254.54,0.0763823,0,0.164448,1314.44,1377.19,-0.394443,99.909
1377.19,0.0135959,0,0.0346466,1442.94,1511.83,-0.529012,99.9854
1511.83,0.00100461,0,0.00297691,1584.01,1659.63,-0.663579,99.999
1659.63,0,0,0,1738.86,1821.88,-0.798145,100
1821.88,0,0,0,1908.86,2000,-0.932714,100
