Channel Diameter (Lower),Diff.,-2 S.D.,+2 S.D.,Channel Diameter (Center),Channel Diameter (Upper),Channel Diameter (Center),Cum. <
3.51883,0.370536,0.332203,0.408869,3.68682,3.86284,8.08313,3.69834
3.86284,0.399678,0.35831,0.441046,4.04726,4.24049,7.94855,4.06888
4.24049,0.429277,0.384946,0.473608,4.44294,4.65506,7.81398,4.46855
4.65506,0.459149,0.411781,0.506517,4.87731,5.11017,7.6794,4.89783
5.11017,0.48887,0.438423,0.539317,5.35414,5.60976,7.54483,5.35698
5.60976,0.51821,0.464784,0.571636,5.87759,6.1582,7.41025,5.84585
6.1582,0.547336,0.491108,0.603564,6.45221,6.76025,7.27568,6.36406
6.76025,0.576804,0.517613,0.635995,7.08301,7.42117,7.14111,6.9114
7.42117,0.607577,0.54558,0.669574,7.77547,8.14669,7.00653,7.4882
8.14669,0.640185,0.575133,0.705237,8.53563,8.94315,6.87196,8.09578
8.94315,0.675503,0.607595,0.743411,9.37012,9.81748,6.73738,8.73596
9.81748,0.714184,0.643239,0.785128,10.2862,10.7773,6.6028,9.41146
10.7773,0.757844,0.683542,0.832146,11.2918,11.8309,6.46823,10.1256
11.8309,0.807001,0.728989,0.885013,12.3958,12.9876,6.33365,10.8835
12.9876,0.860472,0.778532,0.942412,13.6076,14.2573,6.19907,11.6905
14.2573,0.914007,0.828266,0.999748,14.938,15.6512,6.0645,12.551
15.6512,0.961899,0.873183,1.05061,16.3984,17.1813,5.92992,13.465
17.1813,1.00087,0.910119,1.09162,18.0016,18.861,5.79534,14.4269
18.861,1.03169,0.939411,1.12397,19.7615,20.705,5.66076,15.4277
20.705,1.06035,0.966198,1.1545,21.6935,22.7292,5.52618,16.4594
22.7292,1.09315,0.996182,1.19012,23.8143,24.9513,5.39161,17.5198
24.9513,1.13344,1.03273,1.23415,26.1425,27.3906,5.25703,18.6129
27.3906,1.17902,1.07495,1.28309,28.6983,30.0685,5.12245,19.7464
30.0685,1.22315,1.11697,1.32933,31.504,33.0081,4.98787,20.9254
33.0081,1.25923,1.15322,1.36524,34.584,36.2352,4.85328,22.1485
36.2352,1.28402,1.18006,1.38798,37.9652,39.7777,4.7187,23.4078
39.7777,1.30036,1.1985,1.40222,41.6768,43.6665,4.58412,24.6918
43.6665,1.3151,1.21395,1.41625,45.7513,47.9356,4.44954,25.9921
47.9356,1.33554,1.23354,1.43754,50.2242,52.622,4.31495,27.3072
52.622,1.36644,1.26225,1.47063,55.1343,57.7666,4.18036,28.6428
57.7666,1.40839,1.30246,1.51432,60.5245,63.4141,4.04578,30.0092
63.4141,1.45981,1.35413,1.56549,66.4417,69.6138,3.91119,31.4176
69.6138,1.51957,1.417,1.62214,72.9374,76.4196,3.7766,32.8774
76.4196,1.58929,1.49099,1.68759,80.0681,83.8907,3.64201,34.397
83.8907,1.6724,1.57689,1.76791,87.8959,92.0923,3.50742,35.9863
92.0923,1.76954,1.67342,1.86566,96.4892,101.096,3.37282,37.6587
101.096,1.87483,1.77608,1.97358,105.922,110.979,3.23822,39.4282
110.979,1.97657,1.87544,2.0777,116.278,121.829,3.10363,41.3031
121.829,2.06613,1.96837,2.16389,127.646,133.74,2.96902,43.2796
133.74,2.14627,2.05662,2.23592,140.125,146.815,2.83441,45.3458
146.815,2.23233,2.15739,2.30727,153.824,161.168,2.69981,47.492
161.168,2.33858,2.27974,2.39742,168.863,176.925,2.56519,49.7244
176.925,2.46364,2.41927,2.50801,185.372,194.222,2.43057,52.0629
194.222,2.58227,2.55072,2.61382,203.495,213.21,2.29595,54.5266
213.21,2.65848,2.64106,2.6759,223.389,234.054,2.16132,57.1088
234.054,2.67235,2.66365,2.68105,245.228,256.936,2.02669,59.7673
256.936,2.64131,2.62432,2.6583,269.203,282.056,1.89204,62.4397
282.056,2.61903,2.58919,2.64887,295.522,309.631,1.75737,65.081
309.631,2.66496,2.61883,2.71109,324.414,339.902,1.6227,67.7
339.902,2.81227,2.74572,2.87882,356.13,373.132,1.48801,70.365
373.132,3.04324,2.94701,3.13947,390.946,409.611,1.35329,73.1772
409.611,3.28516,3.14046,3.42986,429.167,449.657,1.21853,76.2205
449.657,3.43363,3.21054,3.65672,471.125,493.617,1.08373,79.5056
493.617,3.39762,3.07246,3.72278,517.184,541.876,0.948868,82.9393
541.876,3.14555,2.71968,3.57142,567.746,594.852,0.813905,86.3369
594.852,2.72238,2.23066,3.2141,623.252,653.008,0.678786,89.4824
653.008,2.22363,1.72232,2.72494,684.184,716.849,0.543393,92.2048
716.849,1.74534,1.2878,2.20288,751.073,786.932,0.407456,94.4284
786.932,1.33955,0.961571,1.71753,824.502,863.866,0.270152,96.1738
863.866,1.00738,0.718844,1.29592,905.109,948.322,0.127128,97.5133
948.322,0.721627,0.503843,0.939411,993.595,1041.03,0.0666397,98.5207
1041.03,0.453367,0.256395,0.650339,1090.73,1142.81,-0.125299,99.2423
1142.81,0.220315,0.0666471,0.373983,1197.37,1254.54,-0.259872,99.6957
1254.54,0.0712776,0,0.15216,1314.44,1377.19,-0.394443,99.916
1377.19,0.011903,0,0.0296669,1442.94,1511.83,-0.529012,99.9873
1511.83,0.000792084,0,0.00225583,1584.01,1659.63,-0.663579,99.9992
1659.63,0,0,0,1738.86,1821.88,-0.798145,100
1821.88,0,0,0,1908.86,2000,-0.932714,100
