Channel Diameter (Lower),Diff.,-2 S.D.,+2 S.D.,Channel Diameter (Center),Channel Diameter (Upper),Channel Diameter (Center),Cum. <
3.51883,0.269988,0.241794,0.298182,3.68682,3.86284,8.08313,3.14927
3.86284,0.289502,0.259543,0.319461,4.04726,4.24049,7.94855,3.41926
4.24049,0.308951,0.277175,0.340727,4.44294,4.65506,7.81398,3.70876
4.65506,0.32799,0.294374,0.361606,4.87731,5.11017,7.6794,4.01771
5.11017,0.346142,0.310719,0.381565,5.35414,5.60976,7.54483,4.3457
5.60976,0.363186,0.325868,0.400504,5.87759,6.1582,7.41025,4.69184
6.1582,0.37929,0.340115,0.418465,6.45221,6.76025,7.27568,5.05503
6.76025,0.394986,0.353911,0.436061,7.08301,7.42117,7.14111,5.43432
7.42117,0.411106,0.367979,0.454233,7.77547,8.14669,7.00653,5.8293
8.14669,0.428236,0.382936,0.473536,8.53563,8.94315,6.87196,6.24041
8.94315,0.447314,0.399621,0.495007,9.37012,9.81748,6.73738,6.66864
9.81748,0.469355,0.419267,0.519443,10.2862,10.7773,6.6028,7.11596
10.7773,0.496244,0.44379,0.548698,11.2918,11.8309,6.46823,7.58531
11.8309,0.529225,0.474427,0.584023,12.3958,12.9876,6.33365,8.08156
12.9876,0.568247,0.510921,0.625573,13.6076,14.2573,6.19907,8.61078
14.2573,0.610694,0.55118,0.670208,14.938,15.6512,6.0645,9.17903
15.6512,0.652239,0.590936,0.713542,16.3984,17.1813,5.92992,9.78972
17.1813,0.689576,0.627095,0.752057,18.0016,18.861,5.79534,10.442
18.861,0.722015,0.658765,0.785265,19.7615,20.705,5.66076,11.1315
20.705,0.752851,0.689278,0.816424,21.6935,22.7292,5.52618,11.8536
22.7292,0.786233,0.721869,0.850597,23.8143,24.9513,5.39161,12.6064
24.9513,0.824755,0.758639,0.890871,26.1425,27.3906,5.25703,13.3926
27.3906,0.867046,0.798781,0.935311,28.6983,30.0685,5.12245,14.2174
30.0685,0.907939,0.837301,0.978577,31.504,33.0081,4.98787,15.0844
33.0081,0.941504,0.869751,1.01326,34.584,36.2352,4.85328,15.9924
36.2352,0.963569,0.893451,1.03369,37.9652,39.7777,4.7187,16.9339
39.7777,0.974447,0.909472,1.03942,41.6768,43.6665,4.58412,17.8975
43.6665,0.978431,0.923402,1.03346,45.7513,47.9356,4.44954,18.8719
47.9356,0.981746,0.941984,1.02151,50.2242,52.622,4.31495,19.8503
52.622,0.990158,0.967383,1.01293,55.1343,57.7666,4.18036,20.8321
57.7666,1.00652,0.995362,1.01768,60.5245,63.4141,4.04578,21.8222
63.4141,1.03072,1.01402,1.04742,66.4417,69.6138,3.91119,22.8288
69.6138,1.06041,1.03631,1.08451,72.9374,76.4196,3.7766,23.8595
76.4196,1.09298,1.06392,1.12204,80.0681,83.8907,3.64201,24.9199
83.8907,1.12712,1.09109,1.16315,87.8959,92.0923,3.50742,26.0129
92.0923,1.16261,1.11772,1.2075,96.4892,101.096,3.37282,27.14
101.096,1.19996,1.15192,1.248,105.922,110.979,3.23822,28.3026
110.979,1.2401,1.19909,1.28111,116.278,121.829,3.10363,29.5026
121.829,1.28636,1.26115,1.31157,127.646,133.74,2.96902,30.7427
133.74,1.34519,1.33771,1.35267,140.125,146.815,2.83441,32.029
146.815,1.42482,1.42199,1.42765,153.824,161.168,2.69981,33.3742
161.168,1.52858,1.52446,1.5327,168.863,176.925,2.56519,34.799
176.925,1.64926,1.63891,1.65961,185.372,194.222,2.43057,36.3276
194.222,1.76716,1.7432,1.79112,203.495,213.21,2.29595,37.9769
213.21,1.85964,1.82014,1.89914,223.389,234.054,2.16132,39.744
234.054,1.91884,1.87364,1.96404,245.228,256.936,2.02669,41.6037
256.936,1.96575,1.92147,2.01003,269.203,282.056,1.89204,43.5225
282.056,2.0502,2.01557,2.08483,295.522,309.631,1.75737,45.4883
309.631,2.23214,2.20736,2.25692,324.414,339.902,1.6227,47.5385
339.902,2.55823,2.52895,2.58751,356.13,373.132,1.48801,49.7706
373.132,3.03807,2.98454,3.09159,390.946,409.611,1.35329,52.3288
409.611,3.62751,3.52817,3.72685,429.167,449.657,1.21853,55.3669
449.657,4.2309,4.07693,4.38487,471.125,493.617,1.08373,58.9944
493.617,4.72911,4.51917,4.93905,517.184,541.876,0.948868,63.2253
541.876,5.02141,4.76558,5.27724,567.746,594.852,0.813905,67.9544
594.852,5.05667,4.75744,5.3559,623.252,653.008,0.678786,72.9758
653.008,4.83818,4.48765,5.18871,684.184,716.849,0.543393,78.0325
716.849,4.4072,4.00306,4.81134,751.073,786.932,0.407456,82.8707
786.932,3.82307,3.37724,4.2689,824.502,863.866,0.270152,87.2779
863.866,3.13819,2.69436,3.58202,905.109,948.322,0.127128,91.101
948.322,2.40543,2.01899,2.79187,993.595,1041.03,0.0666397,94.2391
1041.03,1.68128,1.40045,1.96211,1090.73,1142.81,-0.125299,96.6446
1142.81,1.01674,0.861375,1.17211,1197.37,1254.54,-0.259872,98.3259
1254.54,0.479015,0.415045,0.542985,1314.44,1377.19,-0.394443,99.3426
1377.19,0.152121,0.12735,0.176892,1442.94,1511.83,-0.529012,99.8216
1511.83,0.0247938,0.018737,0.0308506,1584.01,1659.63,-0.663579,99.9737
1659.63,0.00148091,0.000762889,0.00219893,1738.86,1821.88,-0.798145,99.9985
1821.88,0,0,0,1908.86,2000,-0.932714,100
