Channel Diameter (Lower),Diff.,-2 S.D.,+2 S.D.,Channel Diameter (Center),Channel Diameter (Upper),Channel Diameter (Center),Cum. <
3.51883,0.323246,0.285899,0.360593,3.68682,3.86284,8.08313,3.32001
3.86284,0.348728,0.308377,0.389079,4.04726,4.24049,7.94855,3.64326
4.24049,0.37393,0.330848,0.417012,4.44294,4.65506,7.81398,3.99199
4.65506,0.398355,0.352511,0.444199,4.87731,5.11017,7.6794,4.36592
5.11017,0.421377,0.373146,0.469608,5.35414,5.60976,7.54483,4.76427
5.60976,0.442683,0.392356,0.49301,5.87759,6.1582,7.41025,5.18565
6.1582,0.462424,0.410289,0.514559,6.45221,6.76025,7.27568,5.62833
6.76025,0.481161,0.427399,0.534923,7.08301,7.42117,7.14111,6.09076
7.42117,0.499746,0.44465,0.554842,7.77547,8.14669,7.00653,6.57192
8.14669,0.518779,0.462406,0.575152,8.53563,8.94315,6.87196,7.07166
8.94315,0.53933,0.481668,0.596992,9.37012,9.81748,6.73738,7.59044
9.81748,0.562635,0.503796,0.621474,10.2862,10.7773,6.6028,8.12977
10.7773,0.5908,0.530202,0.651398,11.2918,11.8309,6.46823,8.69241
11.8309,0.624894,0.562206,0.687582,12.3958,12.9876,6.33365,9.28321
12.9876,0.664122,0.598998,0.729246,13.6076,14.2573,6.19907,9.9081
14.2573,0.704616,0.637149,0.772083,14.938,15.6512,6.0645,10.5722
15.6512,0.740877,0.67239,0.809364,16.3984,17.1813,5.92992,11.2768
17.1813,0.769312,0.701474,0.83715,18.0016,18.861,5.79534,12.0177
18.861,0.79023,0.723605,0.856855,19.7615,20.705,5.66076,12.787
20.705,0.809066,0.743595,0.874537,21.6935,22.7292,5.52618,13.5773
22.7292,0.832365,0.766988,0.897742,23.8143,24.9513,5.39161,14.3863
24.9513,0.864608,0.798341,0.930875,26.1425,27.3906,5.25703,15.2187
27.3906,0.905237,0.83936,0.971114,28.6983,30.0685,5.12245,16.0833
30.0685,0.948678,0.886569,1.01079,31.504,33.0081,4.98787,16.9885
33.0081,0.987628,0.933205,1.04205,34.584,36.2352,4.85328,17.9372
36.2352,1.01595,0.973134,1.05877,37.9652,39.7777,4.7187,18.9248
39.7777,1.03207,1.00194,1.0622,41.6768,43.6665,4.58412,19.9408
43.6665,1.03898,1.01745,1.06051,45.7513,47.9356,4.44954,20.9729
47.9356,1.04267,1.02553,1.05981,50.2242,52.622,4.31495,22.0118
52.622,1.05,1.03046,1.06954,55.1343,57.7666,4.18036,23.0545
57.7666,1.06592,1.03791,1.09393,60.5245,63.4141,4.04578,24.1045
63.4141,1.09285,1.056,1.1297,66.4417,69.6138,3.91119,25.1704
69.6138,1.13028,1.08926,1.1713,72.9374,76.4196,3.7766,26.2633
76.4196,1.17566,1.13598,1.21534,80.0681,83.8907,3.64201,27.3936
83.8907,1.22553,1.19164,1.25942,87.8959,92.0923,3.50742,28.5692
92.0923,1.2757,1.24748,1.30392,96.4892,101.096,3.37282,29.7948
101.096,1.32232,1.29639,1.34825,105.922,110.979,3.23822,31.0704
110.979,1.36303,1.33457,1.39149,116.278,121.829,3.10363,32.3928
121.829,1.3998,1.37124,1.42836,127.646,133.74,2.96902,33.7558
133.74,1.43958,1.41722,1.46194,140.125,146.815,2.83441,35.1556
146.815,1.49271,1.48626,1.49916,153.824,161.168,2.69981,36.5952
161.168,1.56659,1.55254,1.58064,168.863,176.925,2.56519,38.0879
176.925,1.66163,1.62746,1.6958,185.372,194.222,2.43057,39.6545
194.222,1.77023,1.72283,1.81763,203.495,213.21,2.29595,41.3161
213.21,1.88486,1.82926,1.94046,223.389,234.054,2.16132,43.0863
234.054,2.00948,1.94606,2.0729,245.228,256.936,2.02669,44.9712
256.936,2.16631,2.08753,2.24509,269.203,282.056,1.89204,46.9807
282.056,2.39204,2.28828,2.4958,295.522,309.631,1.75737,49.147
309.631,2.72032,2.5874,2.85324,324.414,339.902,1.6227,51.539
339.902,3.16168,2.99919,3.32417,356.13,373.132,1.48801,54.2593
373.132,3.68404,3.49592,3.87216,390.946,409.611,1.35329,57.421
409.611,4.20729,4.00587,4.40871,429.167,449.657,1.21853,61.1051
449.657,4.62126,4.42387,4.81865,471.125,493.617,1.08373,65.3124
493.617,4.82171,4.64549,4.99793,517.184,541.876,0.948868,69.9336
541.876,4.75154,4.59221,4.91087,567.746,594.852,0.813905,74.7553
594.852,4.42225,4.23638,4.60812,623.252,653.008,0.678786,79.5069
653.008,3.90369,3.67182,4.13556,684.184,716.849,0.543393,83.9291
716.849,3.29049,3.04504,3.53594,751.073,786.932,0.407456,87.8328
786.932,2.66731,2.43377,2.90085,824.502,863.866,0.270152,91.1233
863.866,2.07737,1.84157,2.31317,905.109,948.322,0.127128,93.7906
948.322,1.53982,1.30478,1.77486,993.595,1041.03,0.0666397,95.868
1041.03,1.06075,0.89278,1.22872,1090.73,1142.81,-0.125299,97.4078
1142.81,0.638133,0.597944,0.678322,1197.37,1254.54,-0.259872,98.4685
1254.54,0.333641,0.0818235,0.585458,1314.44,1377.19,-0.394443,99.1067
1377.19,0.174099,0,0.567614,1442.94,1511.83,-0.529012,99.4403
1511.83,0.130899,0,0.560807,1584.01,1659.63,-0.663579,99.6144
1659.63,0.127332,0,0.567904,1738.86,1821.88,-0.798145,99.7453
1821.88,0.127352,0,0.568512,1908.86,2000,-0.932714,99.8727
