Channel Diameter (Lower),Diff.,-2 S.D.,+2 S.D.,Channel Diameter (Center),Channel Diameter (Upper),Channel Diameter (Center),Cum. <
3.51883,0.255762,0.222121,0.289403,3.68682,3.86284,8.08313,2.60728
3.86284,0.270844,0.233827,0.307861,4.04726,4.24049,7.94855,2.86304
4.24049,0.285028,0.244578,0.325478,4.44294,4.65506,7.81398,3.13389
4.65506,0.298241,0.254274,0.342207,4.87731,5.11017,7.6794,3.41892
5.11017,0.310318,0.262804,0.357832,5.35414,5.60976,7.54483,3.71716
5.60976,0.321233,0.270156,0.37231,5.87759,6.1582,7.41025,4.02748
6.1582,0.331182,0.276524,0.38584,6.45221,6.76025,7.27568,4.34871
6.76025,0.340482,0.282151,0.398813,7.08301,7.42117,7.14111,4.67989
7.42117,0.349875,0.287619,0.412131,7.77547,8.14669,7.00653,5.02037
8.14669,0.359768,0.293198,0.426338,8.53563,8.94315,6.87196,5.37025
8.94315,0.371021,0.299923,0.442119,9.37012,9.81748,6.73738,5.73002
9.81748,0.384142,0.308225,0.460059,10.2862,10.7773,6.6028,6.10104
10.7773,0.400651,0.319192,0.48211,11.2918,11.8309,6.46823,6.48518
11.8309,0.42152,0.334002,0.509038,12.3958,12.9876,6.33365,6.88583
12.9876,0.44733,0.353291,0.541369,13.6076,14.2573,6.19907,7.30735
14.2573,0.47706,0.376688,0.577432,14.938,15.6512,6.0645,7.75468
15.6512,0.508547,0.402624,0.61447,16.3984,17.1813,5.92992,8.23174
17.1813,0.540382,0.429906,0.650859,18.0016,18.861,5.79534,8.74029
18.861,0.572076,0.457439,0.686713,19.7615,20.705,5.66076,9.28067
20.705,0.605925,0.48669,0.725161,21.6935,22.7292,5.52618,9.85275
22.7292,0.644308,0.519514,0.769102,23.8143,24.9513,5.39161,10.4587
24.9513,0.689218,0.55852,0.819916,26.1425,27.3906,5.25703,11.103
27.3906,0.740629,0.604602,0.876656,28.6983,30.0685,5.12245,11.7922
30.0685,0.796757,0.656997,0.936517,31.504,33.0081,4.98787,12.5328
33.0081,0.856258,0.71467,0.997846,34.584,36.2352,4.85328,13.3296
36.2352,0.919135,0.776856,1.06141,37.9652,39.7777,4.7187,14.1858
39.7777,0.98841,0.845392,1.13143,41.6768,43.6665,4.58412,15.105
43.6665,1.06858,0.923604,1.21356,45.7513,47.9356,4.44954,16.0934
47.9356,1.16368,1.01601,1.31135,50.2242,52.622,4.31495,17.162
52.622,1.27543,1.12597,1.42489,55.1343,57.7666,4.18036,18.3256
57.7666,1.40198,1.2536,1.55036,60.5245,63.4141,4.04578,19.6011
63.4141,1.53915,1.39589,1.68241,66.4417,69.6138,3.91119,21.0031
69.6138,1.68204,1.54752,1.81656,72.9374,76.4196,3.7766,22.5422
76.4196,1.82682,1.70124,1.9524,80.0681,83.8907,3.64201,24.2242
83.8907,1.97059,1.85256,2.08862,87.8959,92.0923,3.50742,26.0511
92.0923,2.10869,1.99522,2.22216,96.4892,101.096,3.37282,28.0217
101.096,2.23263,2.12267,2.34259,105.922,110.979,3.23822,30.1303
110.979,2.33041,2.23127,2.42955,116.278,121.829,3.10363,32.363
121.829,2.39268,2.31528,2.47008,127.646,133.74,2.96902,34.6934
133.74,2.41799,2.37624,2.45974,140.125,146.815,2.83441,37.0861
146.815,2.41422,2.4018,2.42664,153.824,161.168,2.69981,39.5041
161.168,2.38954,2.32962,2.44946,168.863,176.925,2.56519,41.9183
176.925,2.34325,2.24044,2.44606,185.372,194.222,2.43057,44.3078
194.222,2.26137,2.13162,2.39112,203.495,213.21,2.29595,46.6511
213.21,2.12683,1.99099,2.26267,223.389,234.054,2.16132,48.9124
234.054,1.94037,1.81552,2.06522,245.228,256.936,2.02669,51.0393
256.936,1.7368,1.63077,1.84283,269.203,282.056,1.89204,52.9796
282.056,1.58233,1.49349,1.67117,295.522,309.631,1.75737,54.7164
309.631,1.54828,1.47009,1.62647,324.414,339.902,1.6227,56.2988
339.902,1.68761,1.60907,1.76615,356.13,373.132,1.48801,57.847
373.132,2.01966,1.92147,2.11785,390.946,409.611,1.35329,59.5347
409.611,2.51449,2.37832,2.65066,429.167,449.657,1.21853,61.5543
449.657,3.08627,2.90565,3.26689,471.125,493.617,1.08373,64.0688
493.617,3.61784,3.39226,3.84342,517.184,541.876,0.948868,67.1551
541.876,4.00645,3.73306,4.27984,567.746,594.852,0.813905,70.7729
594.852,4.19476,3.87196,4.51756,623.252,653.008,0.678786,74.7794
653.008,4.17283,3.80518,4.54048,684.184,716.849,0.543393,78.9741
716.849,3.95752,3.57492,4.34012,751.073,786.932,0.407456,83.147
786.932,3.57736,3.22537,3.92935,824.502,863.866,0.270152,87.1045
863.866,3.05877,2.77943,3.33811,905.109,948.322,0.127128,90.6818
948.322,2.43994,2.25165,2.62823,993.595,1041.03,0.0666397,93.7406
1041.03,1.7789,1.66229,1.89551,1090.73,1142.81,-0.125299,96.1805
1142.81,1.13992,1.00111,1.27873,1197.37,1254.54,-0.259872,97.9594
1254.54,0.598783,0.375689,0.821877,1314.44,1377.19,-0.394443,99.0994
1377.19,0.232962,0.0304867,0.435437,1442.94,1511.83,-0.529012,99.6982
1511.83,0.0598888,0,0.166331,1584.01,1659.63,-0.663579,99.9311
1659.63,0.00844491,0,0.0314711,1738.86,1821.88,-0.798145,99.991
1821.88,0.000545874,0,0.00243684,1908.86,2000,-0.932714,99.9995
