Channel Diameter (Lower),Diff.,-2 S.D.,+2 S.D.,Channel Diameter (Center),Channel Diameter (Upper),Channel Diameter (Center),Cum. <
3.86284,0.0128699,0.0105317,0.0152081,4.04726,4.24049,7.94855,0.208858
4.24049,0.0143693,0.0117656,0.016973,4.44294,4.65506,7.81398,0.221728
4.65506,0.0158768,0.0130354,0.0187182,4.87731,5.11017,7.6794,0.236097
5.11017,0.0172954,0.0142596,0.0203312,5.35414,5.60976,7.54483,0.251974
5.60976,0.0185656,0.015387,0.0217442,5.87759,6.1582,7.41025,0.26927
6.1582,0.0196749,0.0164042,0.0229457,6.45221,6.76025,7.27568,0.287835
6.76025,0.0206533,0.0173308,0.0239758,7.08301,7.42117,7.14111,0.30751
7.42117,0.0215684,0.0182193,0.0249175,7.77547,8.14669,7.00653,0.328163
8.14669,0.0225238,0.0191501,0.0258975,8.53563,8.94315,6.87196,0.349732
8.94315,0.0236607,0.0202245,0.027097,9.37012,9.81748,6.73738,0.372256
9.81748,0.025137,0.0215709,0.0287031,10.2862,10.7773,6.6028,0.395916
10.7773,0.0271033,0.0233117,0.0308949,11.2918,11.8309,6.46823,0.421053
11.8309,0.0296667,0.0255604,0.033773,12.3958,12.9876,6.33365,0.448157
12.9876,0.0328447,0.0283688,0.0373206,13.6076,14.2573,6.19907,0.477823
14.2573,0.0365612,0.0317536,0.0413688,14.938,15.6512,6.0645,0.510668
15.6512,0.0406723,0.0356517,0.0456929,16.3984,17.1813,5.92992,0.547229
17.1813,0.0450722,0.0400433,0.0501011,18.0016,18.861,5.79534,0.587901
18.861,0.0498205,0.0449803,0.0546607,19.7615,20.705,5.66076,0.632974
20.705,0.0551788,0.0506348,0.0597228,21.6935,22.7292,5.52618,0.682794
22.7292,0.0615034,0.0572793,0.0657275,23.8143,24.9513,5.39161,0.737973
24.9513,0.0689147,0.0649382,0.0728912,26.1425,27.3906,5.25703,0.799476
27.3906,0.0771102,0.073278,0.0809424,28.6983,30.0685,5.12245,0.868391
30.0685,0.0855406,0.0819114,0.0891698,31.504,33.0081,4.98787,0.945501
33.0081,0.0936181,0.0902679,0.0969683,34.584,36.2352,4.85328,1.03104
36.2352,0.101036,0.098436,0.103636,37.9652,39.7777,4.7187,1.12466
39.7777,0.108304,0.106613,0.109995,41.6768,43.6665,4.58412,1.2257
43.6665,0.116863,0.115877,0.117849,45.7513,47.9356,4.44954,1.334
47.9356,0.12819,0.127376,0.129004,50.2242,52.622,4.31495,1.45086
52.622,0.142769,0.141638,0.1439,55.1343,57.7666,4.18036,1.57905
57.7666,0.160252,0.158931,0.161573,60.5245,63.4141,4.04578,1.72182
63.4141,0.180104,0.17885,0.181358,66.4417,69.6138,3.91119,1.88207
69.6138,0.202188,0.201064,0.203312,72.9374,76.4196,3.7766,2.06218
76.4196,0.228275,0.227795,0.228755,80.0681,83.8907,3.64201,2.26437
83.8907,0.262799,0.260122,0.265476,87.8959,92.0923,3.50742,2.49264
92.0923,0.310356,0.30462,0.316092,96.4892,101.096,3.37282,2.75544
101.096,0.372363,0.3626,0.382126,105.922,110.979,3.23822,3.0658
110.979,0.446623,0.434147,0.459099,116.278,121.829,3.10363,3.43816
121.829,0.530148,0.51746,0.542836,127.646,133.74,2.96902,3.88478
133.74,0.622435,0.611686,0.633184,140.125,146.815,2.83441,4.41493
146.815,0.726272,0.715205,0.737339,153.824,161.168,2.69981,5.03736
161.168,0.846329,0.830413,0.862245,168.863,176.925,2.56519,5.76364
176.925,0.987936,0.962896,1.01298,185.372,194.222,2.43057,6.60997
194.222,1.15468,1.1196,1.18976,203.495,213.21,2.29595,7.5979
213.21,1.34601,1.30387,1.38815,223.389,234.054,2.16132,8.75258
234.054,1.56073,1.51791,1.60355,245.228,256.936,2.02669,10.0986
256.936,1.80278,1.76739,1.83817,269.203,282.056,1.89204,11.6593
282.056,2.08266,2.06076,2.10456,295.522,309.631,1.75737,13.4621
309.631,2.41476,2.40044,2.42908,324.414,339.902,1.6227,15.5448
339.902,2.81298,2.78892,2.83704,356.13,373.132,1.48801,17.9595
373.132,3.28145,3.24429,3.31861,390.946,409.611,1.35329,20.7725
409.611,3.80131,3.74556,3.85706,429.167,449.657,1.21853,24.0539
449.657,4.33248,4.25907,4.40589,471.125,493.617,1.08373,27.8553
493.617,4.83368,4.74101,4.92635,517.184,541.876,0.948868,32.1877
541.876,5.28289,5.15792,5.40786,567.746,594.852,0.813905,37.0214
594.852,5.67903,5.49602,5.86204,623.252,653.008,0.678786,42.3043
653.008,6.00641,5.76772,6.2451,684.184,716.849,0.543393,47.9833
716.849,6.22493,5.95807,6.49179,751.073,786.932,0.407456,53.9897
786.932,6.28768,5.99876,6.5766,824.502,863.866,0.270152,60.2147
863.866,6.13765,5.82989,6.44541,905.109,948.322,0.127128,66.5024
948.322,5.75296,5.44304,6.06288,993.595,1041.03,0.0666397,72.64
1041.03,5.1565,4.89409,5.41891,1090.73,1142.81,-0.125299,78.393
1142.81,4.42584,4.2431,4.60858,1197.37,1254.54,-0.259872,83.5495
1254.54,3.65458,3.43767,3.87149,1314.44,1377.19,-0.394443,87.9753
1377.19,2.87969,2.5059,3.25348,1442.94,1511.83,-0.529012,91.6299
1511.83,2.28703,1.76794,2.80612,1584.01,1659.63,-0.663579,94.5096
1659.63,1.81882,1.19441,2.44323,1738.86,1821.88,-0.798145,96.7966
1821.88,1.38458,0.744951,2.02421,1908.86,2000,-0.932714,98.6154
