Channel Diameter (Lower),Diff.,-2 S.D.,+2 S.D.,Channel Diameter (Center),Channel Diameter (Upper),Channel Diameter (Center),Cum. <
3.20545,0.0884567,0.076536,0.100377,3.35849,3.51883,8.2177,1.16586
3.51883,0.0920003,0.0792242,0.104776,3.68682,3.86284,8.08313,1.25432
3.86284,0.0957869,0.0821595,0.109414,4.04726,4.24049,7.94855,1.34632
4.24049,0.0997985,0.0853363,0.114261,4.44294,4.65506,7.81398,1.44211
4.65506,0.10397,0.088705,0.119235,4.87731,5.11017,7.6794,1.54191
5.11017,0.108369,0.0923442,0.124394,5.35414,5.60976,7.54483,1.64588
5.60976,0.112923,0.0961485,0.129698,5.87759,6.1582,7.41025,1.75424
6.1582,0.117766,0.100286,0.135246,6.45221,6.76025,7.27568,1.86717
6.76025,0.1227,0.104568,0.140832,7.08301,7.42117,7.14111,1.98493
7.42117,0.127978,0.109219,0.146737,7.77547,8.14669,7.00653,2.10763
8.14669,0.133533,0.114178,0.152888,8.53563,8.94315,6.87196,2.23561
8.94315,0.139746,0.119837,0.159655,9.37012,9.81748,6.73738,2.36914
9.81748,0.146436,0.12605,0.166822,10.2862,10.7773,6.6028,2.50889
10.7773,0.153988,0.133209,0.174767,11.2918,11.8309,6.46823,2.65533
11.8309,0.162499,0.141442,0.183556,12.3958,12.9876,6.33365,2.80931
12.9876,0.172313,0.151154,0.193472,13.6076,14.2573,6.19907,2.97181
14.2573,0.183508,0.162511,0.204505,14.938,15.6512,6.0645,3.14413
15.6512,0.19594,0.175536,0.216344,16.3984,17.1813,5.92992,3.32763
17.1813,0.209814,0.190565,0.229063,18.0016,18.861,5.79534,3.52357
18.861,0.224853,0.207478,0.242227,19.7615,20.705,5.66076,3.73339
20.705,0.241495,0.226696,0.256294,21.6935,22.7292,5.52618,3.95824
22.7292,0.259389,0.247938,0.27084,23.8143,24.9513,5.39161,4.19974
24.9513,0.278622,0.271154,0.28609,26.1425,27.3906,5.25703,4.45913
27.3906,0.298962,0.295072,0.302852,28.6983,30.0685,5.12245,4.73775
30.0685,0.3208,0.315191,0.326409,31.504,33.0081,4.98787,5.03671
33.0081,0.345758,0.334442,0.357074,34.584,36.2352,4.85328,5.35751
36.2352,0.377237,0.360122,0.394352,37.9652,39.7777,4.7187,5.70327
39.7777,0.421983,0.399213,0.444753,41.6768,43.6665,4.58412,6.0805
43.6665,0.489528,0.461531,0.517525,45.7513,47.9356,4.44954,6.50249
47.9356,0.59231,0.560479,0.624141,50.2242,52.622,4.31495,6.99202
52.622,0.743832,0.708446,0.779218,55.1343,57.7666,4.18036,7.58433
57.7666,0.956484,0.917277,0.995691,60.5245,63.4141,4.04578,8.32816
63.4141,1.23855,1.19539,1.28171,66.4417,69.6138,3.91119,9.28464
69.6138,1.59068,1.5419,1.63946,72.9374,76.4196,3.7766,10.5232
76.4196,2.00415,1.9478,2.0605,80.0681,83.8907,3.64201,12.1139
83.8907,2.45988,2.39322,2.52654,87.8959,92.0923,3.50742,14.118
92.0923,2.93,2.85182,3.00818,96.4892,101.096,3.37282,16.5779
101.096,3.38116,3.29477,3.46755,105.922,110.979,3.23822,19.5079
110.979,3.77845,3.68284,3.87406,116.278,121.829,3.10363,22.8891
121.829,4.09185,3.98814,4.19556,127.646,133.74,2.96902,26.6675
133.74,4.29875,4.18817,4.40933,140.125,146.815,2.83441,30.7594
146.815,4.38824,4.27223,4.50425,153.824,161.168,2.69981,35.0581
161.168,4.35836,4.24684,4.46988,168.863,176.925,2.56519,39.4464
176.925,4.2167,4.11446,4.31894,185.372,194.222,2.43057,43.8047
194.222,3.97712,3.89075,4.06349,203.495,213.21,2.29595,48.0214
213.21,3.6603,3.5894,3.7312,223.389,234.054,2.16132,51.9985
234.054,3.29466,3.24344,3.34588,245.228,256.936,2.02669,55.6588
256.936,2.91579,2.88275,2.94883,269.203,282.056,1.89204,58.9535
282.056,2.56311,2.54565,2.58057,295.522,309.631,1.75737,61.8693
309.631,2.27016,2.2579,2.28242,324.414,339.902,1.6227,64.4324
339.902,2.05623,2.03651,2.07595,356.13,373.132,1.48801,66.7026
373.132,1.92249,1.89432,1.95066,390.946,409.611,1.35329,68.7588
409.611,1.85038,1.81177,1.88898,429.167,449.657,1.21853,70.6813
449.657,1.81131,1.76708,1.85554,471.125,493.617,1.08373,72.5317
493.617,1.77527,1.72721,1.82333,517.184,541.876,0.948868,74.343
541.876,1.73203,1.68212,1.78194,567.746,594.852,0.813905,76.1182
594.852,1.68696,1.62894,1.74498,623.252,653.008,0.678786,77.8503
653.008,1.65701,1.58419,1.72983,684.184,716.849,0.543393,79.5372
716.849,1.64724,1.55701,1.73747,751.073,786.932,0.407456,81.1942
786.932,1.66261,1.55894,1.76628,824.502,863.866,0.270152,82.8415
863.866,1.68968,1.57819,1.80117,905.109,948.322,0.127128,84.5041
948.322,1.71798,1.598,1.83796,993.595,1041.03,0.0666397,86.1938
1041.03,1.72596,1.58833,1.86359,1090.73,1142.81,-0.125299,87.9117
1142.81,1.73661,1.57007,1.90315,1197.37,1254.54,-0.259872,89.6377
1254.54,1.7471,1.55008,1.94412,1314.44,1377.19,-0.394443,91.3743
1377.19,1.7605,1.53849,1.98251,1442.94,1511.83,-0.529012,93.1214
1511.83,1.73935,1.51042,1.96828,1584.01,1659.63,-0.663579,94.8819
1659.63,1.70373,1.47737,1.93009,1738.86,1821.88,-0.798145,96.6213
1821.88,1.67501,1.4605,1.88952,1908.86,2000,-0.932714,98.325
