Channel Diameter (Lower),Diff.,-2 S.D.,+2 S.D.,Channel Diameter (Center),Channel Diameter (Upper),Channel Diameter (Center),Cum. <
3.51883,0.333818,0.271331,0.396305,3.68682,3.86284,8.08313,3.51462
3.86284,0.363059,0.295393,0.430725,4.04726,4.24049,7.94855,3.84843
4.24049,0.394456,0.321219,0.467693,4.44294,4.65506,7.81398,4.21149
4.65506,0.428078,0.349077,0.507079,4.87731,5.11017,7.6794,4.60595
5.11017,0.463713,0.378673,0.548753,5.35414,5.60976,7.54483,5.03403
5.60976,0.501216,0.409963,0.592469,5.87759,6.1582,7.41025,5.49774
6.1582,0.540681,0.442994,0.638368,6.45221,6.76025,7.27568,5.99895
6.76025,0.582328,0.478161,0.686495,7.08301,7.42117,7.14111,6.53964
7.42117,0.627067,0.515871,0.738263,7.77547,8.14669,7.00653,7.12196
8.14669,0.675356,0.556866,0.793846,8.53563,8.94315,6.87196,7.74903
8.94315,0.728293,0.601988,0.854598,9.37012,9.81748,6.73738,8.42439
9.81748,0.78628,0.651511,0.921049,10.2862,10.7773,6.6028,9.15268
10.7773,0.850859,0.706973,0.994745,11.2918,11.8309,6.46823,9.93896
11.8309,0.922512,0.768515,1.07651,12.3958,12.9876,6.33365,10.7898
12.9876,1.00115,0.835946,1.16635,13.6076,14.2573,6.19907,11.7123
14.2573,1.08466,0.907573,1.26175,14.938,15.6512,6.0645,12.7135
15.6512,1.16985,0.980434,1.35927,16.3984,17.1813,5.92992,13.7981
17.1813,1.25495,1.0533,1.4566,18.0016,18.861,5.79534,14.968
18.861,1.33924,1.12574,1.55274,19.7615,20.705,5.66076,16.2229
20.705,1.42501,1.20043,1.64959,21.6935,22.7292,5.52618,17.5622
22.7292,1.51338,1.27928,1.74748,23.8143,24.9513,5.39161,18.9872
24.9513,1.6042,1.36308,1.84532,26.1425,27.3906,5.25703,20.5006
27.3906,1.69451,1.45008,1.93894,28.6983,30.0685,5.12245,22.1048
30.0685,1.78003,1.53678,2.02328,31.504,33.0081,4.98787,23.7993
33.0081,1.85856,1.62054,2.09658,34.584,36.2352,4.85328,25.5793
36.2352,1.9309,1.70149,2.16031,37.9652,39.7777,4.7187,27.4379
39.7777,2.00242,1.78451,2.22033,41.6768,43.6665,4.58412,29.3688
43.6665,2.0804,1.87591,2.28489,45.7513,47.9356,4.44954,31.3712
47.9356,2.17157,1.98345,2.35969,50.2242,52.622,4.31495,33.4516
52.622,2.28039,2.11447,2.44631,55.1343,57.7666,4.18036,35.6232
57.7666,2.40796,2.27277,2.54315,60.5245,63.4141,4.04578,37.9035
63.4141,2.55341,2.45864,2.64818,66.4417,69.6138,3.91119,40.3115
69.6138,2.71436,2.66958,2.75914,72.9374,76.4196,3.7766,42.8649
76.4196,2.88695,2.86178,2.91212,80.0681,83.8907,3.64201,45.5793
83.8907,3.06388,2.97358,3.15418,87.8959,92.0923,3.50742,48.4662
92.0923,3.23122,3.06658,3.39586,96.4892,101.096,3.37282,51.5301
101.096,3.36739,3.128,3.60678,105.922,110.979,3.23822,54.7613
110.979,3.4465,3.13024,3.76276,116.278,121.829,3.10363,58.1287
121.829,3.44782,3.0594,3.83624,127.646,133.74,2.96902,61.5752
133.74,3.36347,2.90855,3.81839,140.125,146.815,2.83441,65.023
146.815,3.20206,2.69847,3.70565,153.824,161.168,2.69981,68.3865
161.168,2.98027,2.4558,3.50474,168.863,176.925,2.56519,71.5886
176.925,2.71469,2.2068,3.22258,185.372,194.222,2.43057,74.5688
194.222,2.41589,1.96406,2.86772,203.495,213.21,2.29595,77.2835
213.21,2.09383,1.72835,2.45931,223.389,234.054,2.16132,79.6994
234.054,1.76873,1.50063,2.03683,245.228,256.936,2.02669,81.7932
256.936,1.47492,1.29192,1.65792,269.203,282.056,1.89204,83.562
282.056,1.25408,1.1281,1.38006,295.522,309.631,1.75737,85.0369
309.631,1.13519,1.03337,1.23701,324.414,339.902,1.6227,86.291
339.902,1.12346,1.01517,1.23175,356.13,373.132,1.48801,87.4261
373.132,1.19526,1.06017,1.33035,390.946,409.611,1.35329,88.5496
409.611,1.29773,1.13695,1.45851,429.167,449.657,1.21853,89.7449
449.657,1.36231,1.19847,1.52615,471.125,493.617,1.08373,91.0426
493.617,1.33383,1.1978,1.46986,517.184,541.876,0.948868,92.4049
541.876,1.20124,1.10013,1.30235,567.746,594.852,0.813905,93.7387
594.852,1.0068,0.889314,1.12429,623.252,653.008,0.678786,94.94
653.008,0.816376,0.658722,0.97403,684.184,716.849,0.543393,95.9468
716.849,0.679433,0.513355,0.845511,751.073,786.932,0.407456,96.7632
786.932,0.607393,0.478242,0.736544,824.502,863.866,0.270152,97.4426
863.866,0.57115,0.514421,0.627879,905.109,948.322,0.127128,98.05
948.322,0.527262,0.494333,0.560191,993.595,1041.03,0.0666397,98.6211
1041.03,0.435349,0.350001,0.520697,1090.73,1142.81,-0.125299,99.1484
1142.81,0.273065,0.191059,0.355071,1197.37,1254.54,-0.259872,99.5837
1254.54,0.117022,0.0722965,0.161748,1314.44,1377.19,-0.394443,99.8568
1377.19,0.0240668,0.0134204,0.0347132,1442.94,1511.83,-0.529012,99.9738
1511.83,0.0021043,0.00101231,0.00319629,1584.01,1659.63,-0.663579,99.9979
1659.63,0,0,0,1738.86,1821.88,-0.798145,100
1821.88,0,0,0,1908.86,2000,-0.932714,100
